,tweet_text,adj,question,answer_a,answer_b,Prediction_A,Prediction_B,Dif_Scores_A.B
10205,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
10206,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",affectionate,How can this statement be described?,affectionate,not affectionate,,,
10207,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",hardworking,How can this statement be described?,hardworking,not hardworking,,,
10208,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",observant,How can this statement be described?,observant,not observant,,,
10209,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",helpful,How can this statement be described?,helpful,not helpful,,,
10210,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",optimistic,How can this statement be described?,optimistic,not optimistic,,,
10211,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",honest,How can this statement be described?,honest,not honest,,,
10212,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",funny,How can this statement be described?,funny,not funny,,,
10213,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",amusing,How can this statement be described?,amusing,not amusing,,,
10214,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",calm,How can this statement be described?,calm,not calm,,,
10215,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",polite,How can this statement be described?,polite,not polite,,,
10216,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",charismatic,How can this statement be described?,charismatic,not charismatic,,,
10217,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",romantic,How can this statement be described?,romantic,not romantic,,,
10218,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",friendly,How can this statement be described?,friendly,not friendly,,,
10219,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",clever,How can this statement be described?,clever,not clever,,,
10220,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",compassionate,How can this statement be described?,compassionate,not compassionate,,,
10221,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",aggressive,How can this statement be described?,aggressive,not aggressive,,,
10222,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",cynical,How can this statement be described?,cynical,not cynical,,,
10223,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",grumpy,How can this statement be described?,grumpy,not grumpy,,,
10224,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",nervous,How can this statement be described?,nervous,not nervous,,,
10225,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",defensive,How can this statement be described?,defensive,not defensive,,,
10226,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",arrogant,How can this statement be described?,arrogant,not arrogant,,,
10227,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",impulsive,How can this statement be described?,impulsive,not impulsive,,,
10228,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",patronizing,How can this statement be described?,patronizing,not patronizing,,,
10229,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
10230,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",sullen,How can this statement be described?,sullen,not sullen,,,
10231,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",stubborn,How can this statement be described?,stubborn,not stubborn,,,
10232,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",egotistical,How can this statement be described?,egotistical,not egotistical,,,
10233,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",rude,How can this statement be described?,rude,not rude,,,
10234,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",mean,How can this statement be described?,mean,not mean,,,
10235,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",secretive,How can this statement be described?,secretive,not secretive,,,
10236,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",bossy,How can this statement be described?,bossy,not bossy,,,
10237,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
10238,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
10239,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",lazy,How can this statement be described?,lazy,not lazy,,,
10240,"@user Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",selfish,How can this statement be described?,selfish,not selfish,,,
10241,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,creative,How can this statement be described?,creative,not creative,,,
10242,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,adventurous,How can this statement be described?,adventurous,not adventurous,,,
10243,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,generous,How can this statement be described?,generous,not generous,,,
10244,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,decisive,How can this statement be described?,decisive,not decisive,,,
10245,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
10246,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,affectionate,How can this statement be described?,affectionate,not affectionate,,,
10247,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,hardworking,How can this statement be described?,hardworking,not hardworking,,,
10248,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,observant,How can this statement be described?,observant,not observant,,,
10249,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,helpful,How can this statement be described?,helpful,not helpful,,,
10250,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,optimistic,How can this statement be described?,optimistic,not optimistic,,,
10251,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,honest,How can this statement be described?,honest,not honest,,,
10252,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,funny,How can this statement be described?,funny,not funny,,,
10253,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,amusing,How can this statement be described?,amusing,not amusing,,,
10254,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,calm,How can this statement be described?,calm,not calm,,,
10255,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,polite,How can this statement be described?,polite,not polite,,,
10256,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,charismatic,How can this statement be described?,charismatic,not charismatic,,,
10257,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,romantic,How can this statement be described?,romantic,not romantic,,,
10258,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,friendly,How can this statement be described?,friendly,not friendly,,,
10259,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,clever,How can this statement be described?,clever,not clever,,,
10260,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,compassionate,How can this statement be described?,compassionate,not compassionate,,,
10261,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,aggressive,How can this statement be described?,aggressive,not aggressive,,,
10262,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,cynical,How can this statement be described?,cynical,not cynical,,,
10263,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,grumpy,How can this statement be described?,grumpy,not grumpy,,,
10264,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,nervous,How can this statement be described?,nervous,not nervous,,,
10265,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,defensive,How can this statement be described?,defensive,not defensive,,,
10266,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,arrogant,How can this statement be described?,arrogant,not arrogant,,,
10267,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,impulsive,How can this statement be described?,impulsive,not impulsive,,,
10268,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,patronizing,How can this statement be described?,patronizing,not patronizing,,,
10269,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
10270,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,sullen,How can this statement be described?,sullen,not sullen,,,
10271,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,stubborn,How can this statement be described?,stubborn,not stubborn,,,
10272,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,egotistical,How can this statement be described?,egotistical,not egotistical,,,
10273,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,rude,How can this statement be described?,rude,not rude,,,
10274,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,mean,How can this statement be described?,mean,not mean,,,
10275,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,secretive,How can this statement be described?,secretive,not secretive,,,
10276,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,bossy,How can this statement be described?,bossy,not bossy,,,
10277,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
10278,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
10279,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,lazy,How can this statement be described?,lazy,not lazy,,,
10280,Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,selfish,How can this statement be described?,selfish,not selfish,,,
10281,Full Send Podcast http,creative,How can this statement be described?,creative,not creative,,,
10282,Full Send Podcast http,adventurous,How can this statement be described?,adventurous,not adventurous,,,
10283,Full Send Podcast http,generous,How can this statement be described?,generous,not generous,,,
10284,Full Send Podcast http,decisive,How can this statement be described?,decisive,not decisive,,,
10285,Full Send Podcast http,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
10286,Full Send Podcast http,affectionate,How can this statement be described?,affectionate,not affectionate,,,
10287,Full Send Podcast http,hardworking,How can this statement be described?,hardworking,not hardworking,,,
10288,Full Send Podcast http,observant,How can this statement be described?,observant,not observant,,,
10289,Full Send Podcast http,helpful,How can this statement be described?,helpful,not helpful,,,
10290,Full Send Podcast http,optimistic,How can this statement be described?,optimistic,not optimistic,,,
10291,Full Send Podcast http,honest,How can this statement be described?,honest,not honest,,,
10292,Full Send Podcast http,funny,How can this statement be described?,funny,not funny,,,
10293,Full Send Podcast http,amusing,How can this statement be described?,amusing,not amusing,,,
10294,Full Send Podcast http,calm,How can this statement be described?,calm,not calm,,,
10295,Full Send Podcast http,polite,How can this statement be described?,polite,not polite,,,
10296,Full Send Podcast http,charismatic,How can this statement be described?,charismatic,not charismatic,,,
10297,Full Send Podcast http,romantic,How can this statement be described?,romantic,not romantic,,,
10298,Full Send Podcast http,friendly,How can this statement be described?,friendly,not friendly,,,
10299,Full Send Podcast http,clever,How can this statement be described?,clever,not clever,,,
10300,Full Send Podcast http,compassionate,How can this statement be described?,compassionate,not compassionate,,,
10301,Full Send Podcast http,aggressive,How can this statement be described?,aggressive,not aggressive,,,
10302,Full Send Podcast http,cynical,How can this statement be described?,cynical,not cynical,,,
10303,Full Send Podcast http,grumpy,How can this statement be described?,grumpy,not grumpy,,,
10304,Full Send Podcast http,nervous,How can this statement be described?,nervous,not nervous,,,
10305,Full Send Podcast http,defensive,How can this statement be described?,defensive,not defensive,,,
10306,Full Send Podcast http,arrogant,How can this statement be described?,arrogant,not arrogant,,,
10307,Full Send Podcast http,impulsive,How can this statement be described?,impulsive,not impulsive,,,
10308,Full Send Podcast http,patronizing,How can this statement be described?,patronizing,not patronizing,,,
10309,Full Send Podcast http,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
10310,Full Send Podcast http,sullen,How can this statement be described?,sullen,not sullen,,,
10311,Full Send Podcast http,stubborn,How can this statement be described?,stubborn,not stubborn,,,
10312,Full Send Podcast http,egotistical,How can this statement be described?,egotistical,not egotistical,,,
10313,Full Send Podcast http,rude,How can this statement be described?,rude,not rude,,,
10314,Full Send Podcast http,mean,How can this statement be described?,mean,not mean,,,
10315,Full Send Podcast http,secretive,How can this statement be described?,secretive,not secretive,,,
10316,Full Send Podcast http,bossy,How can this statement be described?,bossy,not bossy,,,
10317,Full Send Podcast http,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
10318,Full Send Podcast http,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
10319,Full Send Podcast http,lazy,How can this statement be described?,lazy,not lazy,,,
10320,Full Send Podcast http,selfish,How can this statement be described?,selfish,not selfish,,,
10321,Thank goodness for Senator Manchin,creative,How can this statement be described?,creative,not creative,,,
10322,Thank goodness for Senator Manchin,adventurous,How can this statement be described?,adventurous,not adventurous,,,
10323,Thank goodness for Senator Manchin,generous,How can this statement be described?,generous,not generous,,,
10324,Thank goodness for Senator Manchin,decisive,How can this statement be described?,decisive,not decisive,,,
10325,Thank goodness for Senator Manchin,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
10326,Thank goodness for Senator Manchin,affectionate,How can this statement be described?,affectionate,not affectionate,,,
10327,Thank goodness for Senator Manchin,hardworking,How can this statement be described?,hardworking,not hardworking,,,
10328,Thank goodness for Senator Manchin,observant,How can this statement be described?,observant,not observant,,,
10329,Thank goodness for Senator Manchin,helpful,How can this statement be described?,helpful,not helpful,,,
10330,Thank goodness for Senator Manchin,optimistic,How can this statement be described?,optimistic,not optimistic,,,
10331,Thank goodness for Senator Manchin,honest,How can this statement be described?,honest,not honest,,,
10332,Thank goodness for Senator Manchin,funny,How can this statement be described?,funny,not funny,,,
10333,Thank goodness for Senator Manchin,amusing,How can this statement be described?,amusing,not amusing,,,
10334,Thank goodness for Senator Manchin,calm,How can this statement be described?,calm,not calm,,,
10335,Thank goodness for Senator Manchin,polite,How can this statement be described?,polite,not polite,,,
10336,Thank goodness for Senator Manchin,charismatic,How can this statement be described?,charismatic,not charismatic,,,
10337,Thank goodness for Senator Manchin,romantic,How can this statement be described?,romantic,not romantic,,,
10338,Thank goodness for Senator Manchin,friendly,How can this statement be described?,friendly,not friendly,,,
10339,Thank goodness for Senator Manchin,clever,How can this statement be described?,clever,not clever,,,
10340,Thank goodness for Senator Manchin,compassionate,How can this statement be described?,compassionate,not compassionate,,,
10341,Thank goodness for Senator Manchin,aggressive,How can this statement be described?,aggressive,not aggressive,,,
10342,Thank goodness for Senator Manchin,cynical,How can this statement be described?,cynical,not cynical,,,
10343,Thank goodness for Senator Manchin,grumpy,How can this statement be described?,grumpy,not grumpy,,,
10344,Thank goodness for Senator Manchin,nervous,How can this statement be described?,nervous,not nervous,,,
10345,Thank goodness for Senator Manchin,defensive,How can this statement be described?,defensive,not defensive,,,
10346,Thank goodness for Senator Manchin,arrogant,How can this statement be described?,arrogant,not arrogant,,,
10347,Thank goodness for Senator Manchin,impulsive,How can this statement be described?,impulsive,not impulsive,,,
10348,Thank goodness for Senator Manchin,patronizing,How can this statement be described?,patronizing,not patronizing,,,
10349,Thank goodness for Senator Manchin,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
10350,Thank goodness for Senator Manchin,sullen,How can this statement be described?,sullen,not sullen,,,
10351,Thank goodness for Senator Manchin,stubborn,How can this statement be described?,stubborn,not stubborn,,,
10352,Thank goodness for Senator Manchin,egotistical,How can this statement be described?,egotistical,not egotistical,,,
10353,Thank goodness for Senator Manchin,rude,How can this statement be described?,rude,not rude,,,
10354,Thank goodness for Senator Manchin,mean,How can this statement be described?,mean,not mean,,,
10355,Thank goodness for Senator Manchin,secretive,How can this statement be described?,secretive,not secretive,,,
10356,Thank goodness for Senator Manchin,bossy,How can this statement be described?,bossy,not bossy,,,
10357,Thank goodness for Senator Manchin,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
10358,Thank goodness for Senator Manchin,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
10359,Thank goodness for Senator Manchin,lazy,How can this statement be described?,lazy,not lazy,,,
10360,Thank goodness for Senator Manchin,selfish,How can this statement be described?,selfish,not selfish,,,
10361,Less than 5% of Twitter daily users are fake/spam,creative,How can this statement be described?,creative,not creative,,,
10362,Less than 5% of Twitter daily users are fake/spam,adventurous,How can this statement be described?,adventurous,not adventurous,,,
10363,Less than 5% of Twitter daily users are fake/spam,generous,How can this statement be described?,generous,not generous,,,
10364,Less than 5% of Twitter daily users are fake/spam,decisive,How can this statement be described?,decisive,not decisive,,,
10365,Less than 5% of Twitter daily users are fake/spam,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
10366,Less than 5% of Twitter daily users are fake/spam,affectionate,How can this statement be described?,affectionate,not affectionate,,,
10367,Less than 5% of Twitter daily users are fake/spam,hardworking,How can this statement be described?,hardworking,not hardworking,,,
10368,Less than 5% of Twitter daily users are fake/spam,observant,How can this statement be described?,observant,not observant,,,
10369,Less than 5% of Twitter daily users are fake/spam,helpful,How can this statement be described?,helpful,not helpful,,,
10370,Less than 5% of Twitter daily users are fake/spam,optimistic,How can this statement be described?,optimistic,not optimistic,,,
10371,Less than 5% of Twitter daily users are fake/spam,honest,How can this statement be described?,honest,not honest,,,
10372,Less than 5% of Twitter daily users are fake/spam,funny,How can this statement be described?,funny,not funny,,,
10373,Less than 5% of Twitter daily users are fake/spam,amusing,How can this statement be described?,amusing,not amusing,,,
10374,Less than 5% of Twitter daily users are fake/spam,calm,How can this statement be described?,calm,not calm,,,
10375,Less than 5% of Twitter daily users are fake/spam,polite,How can this statement be described?,polite,not polite,,,
10376,Less than 5% of Twitter daily users are fake/spam,charismatic,How can this statement be described?,charismatic,not charismatic,,,
10377,Less than 5% of Twitter daily users are fake/spam,romantic,How can this statement be described?,romantic,not romantic,,,
10378,Less than 5% of Twitter daily users are fake/spam,friendly,How can this statement be described?,friendly,not friendly,,,
10379,Less than 5% of Twitter daily users are fake/spam,clever,How can this statement be described?,clever,not clever,,,
10380,Less than 5% of Twitter daily users are fake/spam,compassionate,How can this statement be described?,compassionate,not compassionate,,,
10381,Less than 5% of Twitter daily users are fake/spam,aggressive,How can this statement be described?,aggressive,not aggressive,,,
10382,Less than 5% of Twitter daily users are fake/spam,cynical,How can this statement be described?,cynical,not cynical,,,
10383,Less than 5% of Twitter daily users are fake/spam,grumpy,How can this statement be described?,grumpy,not grumpy,,,
10384,Less than 5% of Twitter daily users are fake/spam,nervous,How can this statement be described?,nervous,not nervous,,,
10385,Less than 5% of Twitter daily users are fake/spam,defensive,How can this statement be described?,defensive,not defensive,,,
10386,Less than 5% of Twitter daily users are fake/spam,arrogant,How can this statement be described?,arrogant,not arrogant,,,
10387,Less than 5% of Twitter daily users are fake/spam,impulsive,How can this statement be described?,impulsive,not impulsive,,,
10388,Less than 5% of Twitter daily users are fake/spam,patronizing,How can this statement be described?,patronizing,not patronizing,,,
10389,Less than 5% of Twitter daily users are fake/spam,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
10390,Less than 5% of Twitter daily users are fake/spam,sullen,How can this statement be described?,sullen,not sullen,,,
10391,Less than 5% of Twitter daily users are fake/spam,stubborn,How can this statement be described?,stubborn,not stubborn,,,
10392,Less than 5% of Twitter daily users are fake/spam,egotistical,How can this statement be described?,egotistical,not egotistical,,,
10393,Less than 5% of Twitter daily users are fake/spam,rude,How can this statement be described?,rude,not rude,,,
10394,Less than 5% of Twitter daily users are fake/spam,mean,How can this statement be described?,mean,not mean,,,
10395,Less than 5% of Twitter daily users are fake/spam,secretive,How can this statement be described?,secretive,not secretive,,,
10396,Less than 5% of Twitter daily users are fake/spam,bossy,How can this statement be described?,bossy,not bossy,,,
10397,Less than 5% of Twitter daily users are fake/spam,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
10398,Less than 5% of Twitter daily users are fake/spam,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
10399,Less than 5% of Twitter daily users are fake/spam,lazy,How can this statement be described?,lazy,not lazy,,,
10400,Less than 5% of Twitter daily users are fake/spam,selfish,How can this statement be described?,selfish,not selfish,,,
10401,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",creative,How can this statement be described?,creative,not creative,,,
10402,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",adventurous,How can this statement be described?,adventurous,not adventurous,,,
10403,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",generous,How can this statement be described?,generous,not generous,,,
10404,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",decisive,How can this statement be described?,decisive,not decisive,,,
10405,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
10406,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",affectionate,How can this statement be described?,affectionate,not affectionate,,,
10407,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",hardworking,How can this statement be described?,hardworking,not hardworking,,,
10408,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",observant,How can this statement be described?,observant,not observant,,,
10409,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",helpful,How can this statement be described?,helpful,not helpful,,,
10410,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",optimistic,How can this statement be described?,optimistic,not optimistic,,,
10411,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",honest,How can this statement be described?,honest,not honest,,,
10412,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",funny,How can this statement be described?,funny,not funny,,,
10413,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",amusing,How can this statement be described?,amusing,not amusing,,,
10414,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",calm,How can this statement be described?,calm,not calm,,,
10415,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",polite,How can this statement be described?,polite,not polite,,,
10416,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",charismatic,How can this statement be described?,charismatic,not charismatic,,,
10417,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",romantic,How can this statement be described?,romantic,not romantic,,,
10418,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",friendly,How can this statement be described?,friendly,not friendly,,,
10419,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",clever,How can this statement be described?,clever,not clever,,,
10420,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",compassionate,How can this statement be described?,compassionate,not compassionate,,,
10421,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",aggressive,How can this statement be described?,aggressive,not aggressive,,,
10422,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",cynical,How can this statement be described?,cynical,not cynical,,,
10423,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",grumpy,How can this statement be described?,grumpy,not grumpy,,,
10424,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",nervous,How can this statement be described?,nervous,not nervous,,,
10425,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",defensive,How can this statement be described?,defensive,not defensive,,,
10426,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",arrogant,How can this statement be described?,arrogant,not arrogant,,,
10427,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",impulsive,How can this statement be described?,impulsive,not impulsive,,,
10428,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",patronizing,How can this statement be described?,patronizing,not patronizing,,,
10429,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
10430,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",sullen,How can this statement be described?,sullen,not sullen,,,
10431,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",stubborn,How can this statement be described?,stubborn,not stubborn,,,
10432,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",egotistical,How can this statement be described?,egotistical,not egotistical,,,
