tweet_text,adj,question,answer_a,answer_b
"@user I would gladly obey their commands, but I can’t tell what they’re saying!",mean,Would this statment be described as mean?,Yes.,No.
"@user I would gladly obey their commands, but I can’t tell what they’re saying!",secretive,Would this statment be described as secretive?,Yes.,No.
"@user I would gladly obey their commands, but I can’t tell what they’re saying!",bossy,Would this statment be described as bossy?,Yes.,No.
"@user I would gladly obey their commands, but I can’t tell what they’re saying!",boastful,Would this statment be described as boastful?,Yes.,No.
"@user I would gladly obey their commands, but I can’t tell what they’re saying!",irresponsible,Would this statment be described as irresponsible?,Yes.,No.
"@user I would gladly obey their commands, but I can’t tell what they’re saying!",lazy,Would this statment be described as lazy?,Yes.,No.
"@user I would gladly obey their commands, but I can’t tell what they’re saying!",selfish,Would this statment be described as selfish?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",creative,Would this statment be described as creative?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",adventurous,Would this statment be described as adventurous?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",generous,Would this statment be described as generous?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",decisive,Would this statment be described as decisive?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",diplomatic,Would this statment be described as diplomatic?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",affectionate,Would this statment be described as affectionate?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",hardworking,Would this statment be described as hardworking?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",observant,Would this statment be described as observant?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",helpful,Would this statment be described as helpful?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",optimistic,Would this statment be described as optimistic?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",honest,Would this statment be described as honest?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",funny,Would this statment be described as funny?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",amusing,Would this statment be described as amusing?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",calm,Would this statment be described as calm?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",polite,Would this statment be described as polite?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",charismatic,Would this statment be described as charismatic?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",romantic,Would this statment be described as romantic?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",friendly,Would this statment be described as friendly?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",clever,Would this statment be described as clever?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",compassionate,Would this statment be described as compassionate?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",aggressive,Would this statment be described as aggressive?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",cynical,Would this statment be described as cynical?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",grumpy,Would this statment be described as grumpy?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",nervous,Would this statment be described as nervous?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",defensive,Would this statment be described as defensive?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",arrogant,Would this statment be described as arrogant?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",impulsive,Would this statment be described as impulsive?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",patronizing,Would this statment be described as patronizing?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",pessimistic,Would this statment be described as pessimistic?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",sullen,Would this statment be described as sullen?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",stubborn,Would this statment be described as stubborn?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",egotistical,Would this statment be described as egotistical?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",rude,Would this statment be described as rude?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",mean,Would this statment be described as mean?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",secretive,Would this statment be described as secretive?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",bossy,Would this statment be described as bossy?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",boastful,Would this statment be described as boastful?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",irresponsible,Would this statment be described as irresponsible?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",lazy,Would this statment be described as lazy?,Yes.,No.
"@user @user I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. 

Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",selfish,Would this statment be described as selfish?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",creative,Would this statment be described as creative?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",adventurous,Would this statment be described as adventurous?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",generous,Would this statment be described as generous?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",decisive,Would this statment be described as decisive?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",diplomatic,Would this statment be described as diplomatic?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",affectionate,Would this statment be described as affectionate?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",hardworking,Would this statment be described as hardworking?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",observant,Would this statment be described as observant?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",helpful,Would this statment be described as helpful?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",optimistic,Would this statment be described as optimistic?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",honest,Would this statment be described as honest?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",funny,Would this statment be described as funny?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",amusing,Would this statment be described as amusing?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",calm,Would this statment be described as calm?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",polite,Would this statment be described as polite?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",charismatic,Would this statment be described as charismatic?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",romantic,Would this statment be described as romantic?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",friendly,Would this statment be described as friendly?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",clever,Would this statment be described as clever?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",compassionate,Would this statment be described as compassionate?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",aggressive,Would this statment be described as aggressive?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",cynical,Would this statment be described as cynical?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",grumpy,Would this statment be described as grumpy?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",nervous,Would this statment be described as nervous?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",defensive,Would this statment be described as defensive?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",arrogant,Would this statment be described as arrogant?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",impulsive,Would this statment be described as impulsive?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",patronizing,Would this statment be described as patronizing?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",pessimistic,Would this statment be described as pessimistic?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",sullen,Would this statment be described as sullen?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",stubborn,Would this statment be described as stubborn?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",egotistical,Would this statment be described as egotistical?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",rude,Would this statment be described as rude?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",mean,Would this statment be described as mean?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",secretive,Would this statment be described as secretive?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",bossy,Would this statment be described as bossy?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",boastful,Would this statment be described as boastful?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",irresponsible,Would this statment be described as irresponsible?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",lazy,Would this statment be described as lazy?,Yes.,No.
"@user @user No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. 

Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",selfish,Would this statment be described as selfish?,Yes.,No.
This is something special http,creative,Would this statment be described as creative?,Yes.,No.
This is something special http,adventurous,Would this statment be described as adventurous?,Yes.,No.
This is something special http,generous,Would this statment be described as generous?,Yes.,No.
This is something special http,decisive,Would this statment be described as decisive?,Yes.,No.
This is something special http,diplomatic,Would this statment be described as diplomatic?,Yes.,No.
This is something special http,affectionate,Would this statment be described as affectionate?,Yes.,No.
This is something special http,hardworking,Would this statment be described as hardworking?,Yes.,No.
This is something special http,observant,Would this statment be described as observant?,Yes.,No.
This is something special http,helpful,Would this statment be described as helpful?,Yes.,No.
This is something special http,optimistic,Would this statment be described as optimistic?,Yes.,No.
This is something special http,honest,Would this statment be described as honest?,Yes.,No.
This is something special http,funny,Would this statment be described as funny?,Yes.,No.
This is something special http,amusing,Would this statment be described as amusing?,Yes.,No.
This is something special http,calm,Would this statment be described as calm?,Yes.,No.
This is something special http,polite,Would this statment be described as polite?,Yes.,No.
This is something special http,charismatic,Would this statment be described as charismatic?,Yes.,No.
This is something special http,romantic,Would this statment be described as romantic?,Yes.,No.
This is something special http,friendly,Would this statment be described as friendly?,Yes.,No.
This is something special http,clever,Would this statment be described as clever?,Yes.,No.
This is something special http,compassionate,Would this statment be described as compassionate?,Yes.,No.
This is something special http,aggressive,Would this statment be described as aggressive?,Yes.,No.
This is something special http,cynical,Would this statment be described as cynical?,Yes.,No.
This is something special http,grumpy,Would this statment be described as grumpy?,Yes.,No.
This is something special http,nervous,Would this statment be described as nervous?,Yes.,No.
This is something special http,defensive,Would this statment be described as defensive?,Yes.,No.
This is something special http,arrogant,Would this statment be described as arrogant?,Yes.,No.
This is something special http,impulsive,Would this statment be described as impulsive?,Yes.,No.
This is something special http,patronizing,Would this statment be described as patronizing?,Yes.,No.
This is something special http,pessimistic,Would this statment be described as pessimistic?,Yes.,No.
This is something special http,sullen,Would this statment be described as sullen?,Yes.,No.
This is something special http,stubborn,Would this statment be described as stubborn?,Yes.,No.
This is something special http,egotistical,Would this statment be described as egotistical?,Yes.,No.
This is something special http,rude,Would this statment be described as rude?,Yes.,No.
This is something special http,mean,Would this statment be described as mean?,Yes.,No.
This is something special http,secretive,Would this statment be described as secretive?,Yes.,No.
This is something special http,bossy,Would this statment be described as bossy?,Yes.,No.
This is something special http,boastful,Would this statment be described as boastful?,Yes.,No.
This is something special http,irresponsible,Would this statment be described as irresponsible?,Yes.,No.
This is something special http,lazy,Would this statment be described as lazy?,Yes.,No.
This is something special http,selfish,Would this statment be described as selfish?,Yes.,No.
(And I do think global warming is a major risk),creative,Would this statment be described as creative?,Yes.,No.
(And I do think global warming is a major risk),adventurous,Would this statment be described as adventurous?,Yes.,No.
(And I do think global warming is a major risk),generous,Would this statment be described as generous?,Yes.,No.
(And I do think global warming is a major risk),decisive,Would this statment be described as decisive?,Yes.,No.
(And I do think global warming is a major risk),diplomatic,Would this statment be described as diplomatic?,Yes.,No.
(And I do think global warming is a major risk),affectionate,Would this statment be described as affectionate?,Yes.,No.
(And I do think global warming is a major risk),hardworking,Would this statment be described as hardworking?,Yes.,No.
(And I do think global warming is a major risk),observant,Would this statment be described as observant?,Yes.,No.
(And I do think global warming is a major risk),helpful,Would this statment be described as helpful?,Yes.,No.
(And I do think global warming is a major risk),optimistic,Would this statment be described as optimistic?,Yes.,No.
(And I do think global warming is a major risk),honest,Would this statment be described as honest?,Yes.,No.
(And I do think global warming is a major risk),funny,Would this statment be described as funny?,Yes.,No.
(And I do think global warming is a major risk),amusing,Would this statment be described as amusing?,Yes.,No.
(And I do think global warming is a major risk),calm,Would this statment be described as calm?,Yes.,No.
(And I do think global warming is a major risk),polite,Would this statment be described as polite?,Yes.,No.
(And I do think global warming is a major risk),charismatic,Would this statment be described as charismatic?,Yes.,No.
(And I do think global warming is a major risk),romantic,Would this statment be described as romantic?,Yes.,No.
(And I do think global warming is a major risk),friendly,Would this statment be described as friendly?,Yes.,No.
(And I do think global warming is a major risk),clever,Would this statment be described as clever?,Yes.,No.
(And I do think global warming is a major risk),compassionate,Would this statment be described as compassionate?,Yes.,No.
(And I do think global warming is a major risk),aggressive,Would this statment be described as aggressive?,Yes.,No.
(And I do think global warming is a major risk),cynical,Would this statment be described as cynical?,Yes.,No.
(And I do think global warming is a major risk),grumpy,Would this statment be described as grumpy?,Yes.,No.
(And I do think global warming is a major risk),nervous,Would this statment be described as nervous?,Yes.,No.
(And I do think global warming is a major risk),defensive,Would this statment be described as defensive?,Yes.,No.
(And I do think global warming is a major risk),arrogant,Would this statment be described as arrogant?,Yes.,No.
(And I do think global warming is a major risk),impulsive,Would this statment be described as impulsive?,Yes.,No.
(And I do think global warming is a major risk),patronizing,Would this statment be described as patronizing?,Yes.,No.
(And I do think global warming is a major risk),pessimistic,Would this statment be described as pessimistic?,Yes.,No.
(And I do think global warming is a major risk),sullen,Would this statment be described as sullen?,Yes.,No.
(And I do think global warming is a major risk),stubborn,Would this statment be described as stubborn?,Yes.,No.
(And I do think global warming is a major risk),egotistical,Would this statment be described as egotistical?,Yes.,No.
(And I do think global warming is a major risk),rude,Would this statment be described as rude?,Yes.,No.
(And I do think global warming is a major risk),mean,Would this statment be described as mean?,Yes.,No.
(And I do think global warming is a major risk),secretive,Would this statment be described as secretive?,Yes.,No.
(And I do think global warming is a major risk),bossy,Would this statment be described as bossy?,Yes.,No.
(And I do think global warming is a major risk),boastful,Would this statment be described as boastful?,Yes.,No.
(And I do think global warming is a major risk),irresponsible,Would this statment be described as irresponsible?,Yes.,No.
(And I do think global warming is a major risk),lazy,Would this statment be described as lazy?,Yes.,No.
(And I do think global warming is a major risk),selfish,Would this statment be described as selfish?,Yes.,No.
Mark these words,creative,Would this statment be described as creative?,Yes.,No.
Mark these words,adventurous,Would this statment be described as adventurous?,Yes.,No.
Mark these words,generous,Would this statment be described as generous?,Yes.,No.
Mark these words,decisive,Would this statment be described as decisive?,Yes.,No.
Mark these words,diplomatic,Would this statment be described as diplomatic?,Yes.,No.
Mark these words,affectionate,Would this statment be described as affectionate?,Yes.,No.
Mark these words,hardworking,Would this statment be described as hardworking?,Yes.,No.
Mark these words,observant,Would this statment be described as observant?,Yes.,No.
Mark these words,helpful,Would this statment be described as helpful?,Yes.,No.
Mark these words,optimistic,Would this statment be described as optimistic?,Yes.,No.
Mark these words,honest,Would this statment be described as honest?,Yes.,No.
Mark these words,funny,Would this statment be described as funny?,Yes.,No.
Mark these words,amusing,Would this statment be described as amusing?,Yes.,No.
Mark these words,calm,Would this statment be described as calm?,Yes.,No.
Mark these words,polite,Would this statment be described as polite?,Yes.,No.
Mark these words,charismatic,Would this statment be described as charismatic?,Yes.,No.
Mark these words,romantic,Would this statment be described as romantic?,Yes.,No.
Mark these words,friendly,Would this statment be described as friendly?,Yes.,No.
Mark these words,clever,Would this statment be described as clever?,Yes.,No.
Mark these words,compassionate,Would this statment be described as compassionate?,Yes.,No.
Mark these words,aggressive,Would this statment be described as aggressive?,Yes.,No.
Mark these words,cynical,Would this statment be described as cynical?,Yes.,No.
Mark these words,grumpy,Would this statment be described as grumpy?,Yes.,No.
Mark these words,nervous,Would this statment be described as nervous?,Yes.,No.
Mark these words,defensive,Would this statment be described as defensive?,Yes.,No.
Mark these words,arrogant,Would this statment be described as arrogant?,Yes.,No.
Mark these words,impulsive,Would this statment be described as impulsive?,Yes.,No.
Mark these words,patronizing,Would this statment be described as patronizing?,Yes.,No.
Mark these words,pessimistic,Would this statment be described as pessimistic?,Yes.,No.
Mark these words,sullen,Would this statment be described as sullen?,Yes.,No.
Mark these words,stubborn,Would this statment be described as stubborn?,Yes.,No.
Mark these words,egotistical,Would this statment be described as egotistical?,Yes.,No.
Mark these words,rude,Would this statment be described as rude?,Yes.,No.
Mark these words,mean,Would this statment be described as mean?,Yes.,No.
Mark these words,secretive,Would this statment be described as secretive?,Yes.,No.
Mark these words,bossy,Would this statment be described as bossy?,Yes.,No.
Mark these words,boastful,Would this statment be described as boastful?,Yes.,No.
Mark these words,irresponsible,Would this statment be described as irresponsible?,Yes.,No.
Mark these words,lazy,Would this statment be described as lazy?,Yes.,No.
Mark these words,selfish,Would this statment be described as selfish?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,creative,Would this statment be described as creative?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,adventurous,Would this statment be described as adventurous?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,generous,Would this statment be described as generous?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,decisive,Would this statment be described as decisive?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,diplomatic,Would this statment be described as diplomatic?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,affectionate,Would this statment be described as affectionate?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,hardworking,Would this statment be described as hardworking?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,observant,Would this statment be described as observant?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,helpful,Would this statment be described as helpful?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,optimistic,Would this statment be described as optimistic?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,honest,Would this statment be described as honest?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,funny,Would this statment be described as funny?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,amusing,Would this statment be described as amusing?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,calm,Would this statment be described as calm?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,polite,Would this statment be described as polite?,Yes.,No.
Population collapse due to low birth rates is a much bigger risk to civilization than global warming,charismatic,Would this statment be described as charismatic?,Yes.,No.
